Temperature (°C),Pressure (psi),Vibration (g),Oil Quality (%),Flight Hours,Ambient Temp (°C),Altitude (ft),Last Service Cycles,Failure Probability
630.07,286.79,0.303,83.2,1520,18.4,7912,367,0.7846
634.11,298.07,0.232,87.0,1182,40.2,7943,172,0.7182
627.3,259.13,0.212,95.1,90,19.0,12244,80,0.5908
652.02,292.2,0.333,83.0,1466,15.6,10036,161,0.7888
598.09,279.21,0.159,95.2,228,13.5,10188,269,0.5883
651.38,307.27,0.459,83.0,1105,2.7,3747,827,0.874
642.28,286.83,0.208,91.4,631,28.2,9202,208,0.6682
659.14,303.47,0.757,50.0,5000,-3.5,4983,656,0.9797
634.76,314.11,0.396,91.6,71,19.9,6635,1000,0.8199
627.31,289.35,0.388,80.7,1642,18.0,8527,246,0.8188
660.29,295.26,0.048,96.7,330,42.4,7891,48,0.5349
618.26,263.39,0.378,87.0,769,1.7,9963,625,0.7868
626.55,276.35,0.32,90.7,406,11.0,10312,595,0.7456
645.04,259.41,0.815,50.0,5000,18.6,10537,609,0.9788
690.74,326.27,0.347,92.6,66,18.0,3967,902,0.8141
585.84,241.98,0.284,83.3,1559,14.5,15000,97,0.7097
645.29,294.49,0.283,81.2,1873,19.2,7926,122,0.7816
606.05,270.63,0.523,68.7,2958,7.4,11639,349,0.904
694.13,352.44,0.358,79.0,1967,23.6,457,249,0.8641
667.74,308.77,0.417,88.0,526,-3.2,7204,608,0.8278
658.52,322.14,0.303,81.1,1823,19.7,3618,88,0.8035
654.41,309.7,0.666,51.5,5000,14.0,5416,322,0.9697
619.32,303.81,0.586,61.7,3774,30.2,8152,846,0.9545
657.42,310.11,0.261,86.3,1208,37.6,6996,73,0.7422
617.92,272.4,0.187,87.1,1298,16.7,11942,110,0.6691
618.84,259.37,0.219,93.6,285,33.9,13307,157,0.6155
658.0,328.14,0.286,82.4,1688,16.8,5099,27,0.7868
626.86,298.06,0.133,92.7,658,10.3,6537,58,0.6047
685.38,325.15,0.165,95.1,229,37.5,4907,144,0.6513
598.66,261.48,0.174,87.5,1286,25.2,11468,23,0.6337
612.95,280.43,0.109,97.2,92,20.0,8477,135,0.5358
661.1,316.09,0.166,94.9,256,26.9,8097,84,0.6295
683.04,298.8,0.288,90.8,494,22.7,8937,600,0.7675
646.03,298.5,0.658,51.7,5000,19.3,7066,281,0.9669
625.43,291.91,0.611,64.5,3306,6.7,5431,686,0.9461
615.09,276.53,0.224,84.5,1561,17.3,8153,68,0.7053
656.62,305.28,0.121,93.9,529,26.2,7199,26,0.6026
649.28,293.82,0.27,84.3,1463,18.8,9041,131,0.7544
660.35,330.17,0.316,78.9,2094,29.0,3104,17,0.8206
610.22,294.69,0.392,92.1,9,23.8,8559,645,0.7691
620.61,279.12,0.583,53.2,5000,11.2,5932,63,0.95
657.52,290.44,0.292,80.3,1971,6.8,8454,46,0.7865
623.63,286.52,0.723,50.4,5000,18.4,10715,465,0.9725
643.8,304.04,0.374,83.6,1266,14.8,6331,374,0.8168
603.83,278.84,0.275,80.8,1954,23.4,11590,18,0.7494
686.31,349.83,0.296,85.4,1238,12.8,2778,214,0.8037
598.84,257.09,0.238,95.1,19,13.8,12631,179,0.5998
625.52,275.54,0.57,61.9,3793,30.5,11715,147,0.9297
641.33,309.12,0.282,86.0,1192,21.5,5340,41,0.7424
627.75,310.33,0.349,84.1,1273,13.0,5365,464,0.8117
664.69,331.23,0.213,89.5,892,20.2,3515,82,0.7124
654.95,274.21,0.316,85.7,1134,33.8,10764,184,0.756
680.71,322.24,0.636,69.1,2586,22.9,7009,639,0.9476
641.2,290.36,0.473,73.6,2412,25.9,6789,115,0.8752
649.29,320.71,0.427,68.2,3304,12.5,4632,11,0.8954
607.06,256.64,0.701,50.8,5000,30.3,13436,660,0.9701
688.87,331.12,0.303,87.0,992,43.2,5082,204,0.7858
638.14,294.54,0.278,88.6,828,12.1,8072,206,0.7249
627.53,288.07,0.349,83.5,1361,8.2,8648,240,0.787
643.35,305.29,0.176,94.1,335,21.8,6804,60,0.6232
661.1,319.93,0.627,67.5,2838,28.8,6197,376,0.941
683.38,301.0,0.359,80.6,1740,19.1,6892,79,0.8206
610.5,275.88,0.259,91.5,475,9.5,9696,107,0.6566
632.19,288.37,0.564,60.7,3991,18.9,6959,299,0.94
613.65,256.32,0.396,78.5,1930,26.0,12877,416,0.8288
668.83,310.79,0.188,95.8,69,15.9,5669,393,0.6656
646.56,255.6,0.086,95.2,438,26.1,10262,26,0.5305
678.37,319.41,0.632,56.2,4435,31.6,2731,421,0.9653
639.83,311.91,0.31,87.0,959,22.4,5669,326,0.7713
650.83,295.83,0.617,52.5,5000,19.7,5551,279,0.963
679.12,322.63,0.469,80.0,1509,28.3,4688,1000,0.9067
624.62,283.28,0.214,92.4,466,11.4,8850,128,0.6411
618.11,286.82,0.4,79.3,1802,10.5,7669,345,0.834
686.1,345.77,0.236,93.8,216,17.3,1164,255,0.7187
611.76,253.25,0.487,67.1,3295,15.1,13987,147,0.891
640.05,292.56,0.505,76.0,1977,12.0,8528,466,0.8894
620.33,295.98,0.614,52.6,5000,38.3,8004,155,0.958
626.11,264.47,0.483,73.9,2343,41.7,11930,245,0.8712
627.62,258.42,0.205,95.2,101,16.5,10967,247,0.6069
640.29,283.38,0.238,86.1,1294,20.9,7105,215,0.7262
644.34,312.17,0.374,81.9,1516,18.1,2142,183,0.8177
641.85,286.71,0.634,52.4,4972,31.1,9693,55,0.9585
670.59,310.23,0.24,87.2,1133,33.1,5111,83,0.7323
613.53,264.84,0.358,80.2,1800,2.2,11718,40,0.7807
636.69,289.77,0.31,90.9,411,24.8,5672,386,0.7319
632.71,289.46,0.294,90.2,561,6.9,6644,409,0.7328
660.91,309.59,0.276,83.3,1591,37.6,3970,305,0.7921
639.44,307.29,0.607,71.1,2388,24.4,4213,749,0.9358
654.89,293.47,0.201,87.9,1143,11.8,7673,92,0.695
642.82,289.99,0.41,83.8,1134,17.6,7393,516,0.8298
668.82,317.65,0.212,91.6,591,17.1,6572,62,0.6838
606.01,257.77,0.357,76.0,2396,25.3,14159,21,0.8025
656.12,301.38,0.11,97.7,11,30.4,9811,0,0.5507
648.18,295.03,0.353,82.8,1438,8.5,8031,261,0.8044
684.96,329.19,0.317,93.6,7,38.4,0,453,0.7592
652.53,311.84,0.517,77.0,1800,36.1,10477,519,0.8978
583.69,239.08,0.134,96.9,63,11.2,15000,191,0.5121
636.16,302.51,0.627,52.3,5000,20.7,7436,18,0.9587
659.5,318.53,0.261,85.6,1300,37.1,5568,11,0.7468
649.57,293.88,0.498,73.8,2304,32.3,8490,748,0.9112
654.9,311.77,0.51,62.8,3843,16.6,3706,29,0.9267
642.18,281.3,0.278,90.7,537,28.1,9386,461,0.7263
616.62,250.16,0.227,84.5,1553,50.0,12501,22,0.6857
651.13,307.3,0.49,62.2,3982,21.1,5987,61,0.9253
658.77,294.31,0.167,85.8,1543,13.7,6084,53,0.6985
629.03,295.53,0.205,88.9,998,21.7,7761,97,0.6782
659.95,303.68,0.145,90.6,920,22.5,6496,156,0.6619
695.38,341.36,0.187,89.4,969,14.8,3463,40,0.7171
644.37,306.72,0.485,76.9,1911,24.4,6844,1000,0.911
665.43,306.66,0.144,96.5,93,7.5,6239,1,0.5885
616.67,258.45,0.36,85.2,1074,13.3,12100,444,0.776
598.18,267.19,0.397,80.5,1645,27.6,11466,224,0.8022
606.19,252.52,0.383,70.6,3087,2.5,12192,27,0.8422
643.84,284.28,0.268,84.0,1510,29.0,10405,38,0.74
649.4,293.55,0.654,51.8,5000,-0.1,8617,267,0.966
667.59,278.82,0.235,87.1,1173,2.7,5377,114,0.7149
626.05,273.61,0.382,77.6,2104,15.0,11978,179,0.825
635.81,286.92,0.199,95.8,35,22.9,9043,239,0.621
673.64,338.21,0.236,91.4,545,33.3,4256,256,0.7296
656.54,300.4,0.472,66.8,3380,20.6,5258,262,0.9149
695.77,342.94,0.341,80.8,1765,17.5,4209,22,0.832
674.1,344.08,0.75,50.0,5000,25.8,1844,405,0.9798
633.92,290.47,0.455,71.2,2796,11.3,9166,104,0.8802
674.36,314.13,0.266,86.3,1194,21.4,4286,36,0.7492
636.16,279.67,0.434,70.1,3017,8.0,5732,32,0.8742
620.73,294.35,0.281,85.5,1261,20.8,8117,81,0.7336
622.0,305.78,0.256,89.3,801,18.7,7436,297,0.7202
660.36,313.82,0.133,96.7,96,12.0,5860,192,0.607
598.04,261.84,0.466,62.5,4014,21.7,12557,34,0.9006
673.98,327.82,0.286,86.6,1086,21.6,3420,10,0.7583
682.12,318.95,0.286,78.0,2311,31.8,3550,7,0.8188
641.22,283.92,0.176,94.1,332,3.9,9374,164,0.6192
651.26,302.85,0.582,63.5,3532,19.2,6122,466,0.9442
646.98,301.06,0.43,66.9,3477,12.4,6004,256,0.906
652.79,298.09,0.334,84.1,1316,28.7,4763,498,0.8115
641.97,287.11,0.353,77.3,2230,27.5,9015,115,0.8245
658.94,298.54,0.228,85.1,1474,25.1,8677,45,0.7311
611.77,273.84,0.409,80.5,1607,13.0,8357,487,0.8318
648.1,314.92,0.6,57.1,4393,28.9,6251,390,0.9583
652.02,313.68,0.628,52.3,5000,4.7,5747,267,0.9658
633.96,304.4,0.329,87.0,916,2.6,7511,656,0.7996
608.03,263.43,0.187,90.6,806,7.2,10900,299,0.6455
597.44,259.09,0.233,90.3,724,19.7,12704,224,0.6529
632.12,271.39,0.489,69.5,2946,26.8,11334,209,0.8935
619.18,292.23,0.423,73.5,2567,-9.8,9517,288,0.8701
613.91,264.15,0.18,95.8,90,33.2,10947,218,0.5829
653.19,320.25,0.074,97.2,185,21.3,4454,96,0.5632
653.61,311.53,0.569,74.0,2078,4.3,5859,923,0.9313
664.04,297.18,0.532,84.8,643,21.0,9573,951,0.8866
632.9,289.2,0.144,95.8,192,30.9,7646,55,0.5736
615.17,281.55,0.325,86.0,1068,26.0,9013,227,0.75
630.52,283.36,0.641,57.6,4199,31.0,10938,468,0.9568
637.45,279.8,0.157,90.4,912,6.3,10472,17,0.6264
690.67,328.27,0.329,76.7,2379,15.9,4727,40,0.8466
620.55,294.54,0.673,54.1,4617,10.8,8036,236,0.9613
651.27,315.61,0.11,95.2,371,37.2,5238,9,0.5865
650.68,297.02,0.497,76.8,1882,26.4,5668,537,0.8912
644.27,311.08,0.723,52.0,4765,48.5,2867,619,0.9755
632.09,284.92,0.347,90.0,430,15.3,8401,400,0.7499
650.57,330.44,0.804,50.0,5000,12.8,2646,518,0.9818
631.31,284.31,0.342,86.8,909,18.6,9182,334,0.7674
625.16,262.53,0.134,93.9,491,33.8,12075,46,0.5651
656.07,291.15,0.506,64.3,3638,16.3,9591,9,0.9162
621.99,295.82,0.382,83.5,1262,21.2,8156,565,0.8239
627.23,265.09,0.444,75.5,2221,21.0,12603,368,0.8619
653.54,284.97,0.299,84.6,1345,20.4,8982,152,0.7615
646.39,292.9,0.439,76.7,2063,13.5,5412,478,0.875
649.07,300.76,0.141,96.7,72,18.6,8375,16,0.5742
603.02,251.74,0.208,89.8,862,18.2,13879,115,0.6316
626.35,305.88,0.245,80.0,2142,19.9,4722,125,0.7772
660.97,343.32,0.215,89.6,864,29.4,3860,33,0.7128
654.35,293.39,0.496,69.0,2990,37.6,9845,406,0.9145
638.39,299.4,0.732,50.2,5000,11.6,7328,451,0.9747
655.03,297.71,0.149,96.5,76,16.1,6404,263,0.6105
621.87,303.36,0.519,62.4,3866,11.7,4222,162,0.9272
686.78,336.89,0.212,93.2,370,21.9,2150,280,0.7122
643.14,314.07,0.764,50.0,4986,14.6,3631,686,0.9802
614.39,259.45,0.664,51.6,5000,22.4,12845,133,0.9583
640.21,296.1,0.301,82.1,1684,31.0,7973,122,0.7796
691.3,341.9,0.333,84.2,1304,-5.3,2113,292,0.8265
637.58,277.2,0.575,68.5,2842,24.9,11552,345,0.9192
588.46,260.64,0.746,50.0,5000,15.4,11705,184,0.9658
611.0,280.03,0.361,89.1,529,24.6,11688,589,0.7694
675.65,303.27,0.258,88.1,964,11.0,6732,130,0.7348
647.2,291.77,0.387,84.7,1081,32.0,7194,307,0.8042
649.4,299.48,0.603,61.6,3739,29.1,8413,331,0.9463
621.2,281.2,0.195,94.0,294,25.7,12203,105,0.6105
649.41,310.17,0.247,81.3,1951,27.9,6335,6,0.7675
665.23,310.89,0.353,86.9,864,12.5,5737,526,0.8105
637.93,288.46,0.597,57.6,4335,13.8,10087,198,0.9484
606.09,253.62,0.141,91.3,830,27.5,11628,30,0.5775
598.74,280.92,0.978,50.0,5000,12.3,7842,948,0.9877
641.72,287.93,0.117,97.4,32,34.5,10011,105,0.5526
639.71,302.29,0.152,93.1,548,16.8,8337,193,0.6344
618.65,290.55,0.393,83.5,1222,25.0,7246,199,0.7954
637.34,300.65,0.171,92.4,592,41.0,5512,139,0.6412
654.51,310.79,0.336,74.5,2674,12.9,4538,49,0.8454
681.32,315.7,0.552,65.3,3370,20.7,6156,366,0.9395
623.59,309.66,0.369,75.8,2391,30.5,5072,65,0.8386
636.69,281.54,0.69,51.0,5000,29.5,8850,344,0.9685
614.95,260.46,0.401,83.4,1218,16.7,11653,486,0.8058
660.7,292.66,0.554,53.8,5000,14.8,8612,7,0.9505
673.54,301.68,0.201,94.1,266,17.7,5238,395,0.6832
627.37,276.29,0.673,60.2,3741,34.5,10566,305,0.9497
616.95,264.19,0.144,96.6,78,17.2,8891,65,0.5403
628.68,278.49,0.308,83.2,1518,20.8,9484,290,0.7753
601.67,302.05,0.302,84.6,1325,15.7,6442,164,0.7536
640.51,290.11,0.459,63.5,3880,27.1,11400,27,0.9097
632.04,250.71,0.343,76.2,2413,21.6,11385,223,0.8177
622.03,305.95,0.5,81.8,1163,10.0,7448,1000,0.8902
647.43,280.28,0.592,56.4,4520,10.3,10155,314,0.9529
627.38,281.3,0.574,58.0,4341,0.0,11304,120,0.9408
648.35,319.3,0.189,95.9,50,11.7,6604,249,0.6453
619.92,296.22,0.597,59.3,4096,27.9,7756,402,0.9492
647.74,283.72,0.273,84.0,1496,33.2,8239,51,0.7443
697.8,337.93,0.543,63.5,3652,26.9,4707,226,0.9444
661.98,293.23,0.173,93.7,400,25.5,9325,212,0.6439
627.07,253.95,0.118,95.3,328,18.7,11068,142,0.5479
643.8,313.1,0.428,73.4,2562,27.7,7568,412,0.8897
613.68,277.86,0.3,89.5,644,22.9,9020,250,0.7102
625.58,268.77,0.303,82.4,1637,38.0,12196,360,0.7794
675.07,319.44,0.417,75.2,2335,19.0,6785,272,0.8808
630.66,281.54,0.43,78.1,1885,33.4,9081,456,0.8567
641.69,305.13,0.425,74.6,2401,28.7,6291,301,0.8751
662.22,313.4,0.416,78.1,1937,27.4,6209,340,0.8659
604.13,276.48,0.195,89.4,953,-0.1,9026,77,0.6427
643.74,308.45,0.264,93.4,190,29.3,8724,561,0.7241
639.45,286.59,0.434,64.1,3867,18.7,9665,51,0.9035
689.85,326.97,0.519,63.3,3742,15.6,8228,125,0.9367
663.16,294.5,0.313,93.7,11,5.2,9395,661,0.7492
631.63,272.17,0.466,64.8,3676,19.9,12997,34,0.9003
590.11,265.45,0.382,90.1,327,20.3,11180,604,0.7544
649.42,291.73,0.192,90.5,810,7.0,9015,194,0.6751
635.07,289.96,0.215,88.2,1067,5.3,9515,61,0.6842
660.99,305.89,0.467,74.6,2277,24.9,7103,401,0.8927
621.14,282.71,0.251,93.6,194,28.7,7522,100,0.6407
639.81,285.35,0.533,64.7,3505,21.9,9477,340,0.9272
654.24,286.62,0.761,50.0,5000,31.5,8263,469,0.9766
615.26,275.99,0.613,52.6,5000,19.1,10379,253,0.957
643.45,276.16,0.204,94.6,193,19.5,11801,463,0.6577
622.74,292.5,0.931,50.0,5000,10.8,7695,820,0.9864
707.26,356.03,0.366,80.9,1678,4.4,1972,240,0.86
615.08,260.01,0.353,74.7,2596,38.5,14103,50,0.8165
642.55,311.74,0.764,50.0,5000,31.3,6043,371,0.9768
648.74,293.47,0.393,76.9,2163,6.1,8585,158,0.8445
622.94,280.38,0.281,85.8,1220,21.6,10182,227,0.7377
613.13,280.59,0.29,83.7,1489,19.0,12227,296,0.7608
583.22,239.77,0.399,75.8,2307,17.3,13418,379,0.8282
631.93,310.34,0.704,50.8,5000,15.9,6908,306,0.9713
611.51,259.92,0.625,56.5,4411,23.8,11569,80,0.9435
624.7,287.76,0.472,78.5,1721,28.2,8594,414,0.8633
583.98,246.42,0.226,92.1,474,24.0,15000,494,0.6475
634.48,263.68,0.175,90.5,852,18.8,11301,12,0.6201
662.51,302.38,0.274,88.2,898,18.4,7468,111,0.732
691.36,333.81,0.4,87.2,683,29.4,5621,1000,0.8685
689.47,355.36,0.414,72.4,2747,24.6,120,59,0.8955
611.42,277.68,0.477,65.0,3616,20.7,10024,61,0.9004
595.46,259.83,0.26,89.4,771,19.6,11025,268,0.678
628.31,267.6,0.618,61.3,3743,23.5,10236,124,0.9353
699.09,326.39,0.465,72.1,2652,15.3,940,321,0.9109
684.05,318.76,0.235,87.1,1164,28.2,4226,91,0.7426
640.44,286.68,0.487,73.4,2399,9.2,9442,167,0.8804
612.45,253.06,0.744,64.5,2934,15.9,13357,1000,0.9585
633.06,289.81,0.334,81.7,1647,26.1,7833,140,0.7891
633.46,274.14,0.106,89.6,1171,8.7,11275,27,0.6065
646.89,320.36,0.29,92.7,215,4.3,4897,407,0.733
604.44,292.45,0.156,96.9,3,20.6,8621,266,0.5825
628.1,298.53,0.687,51.1,5000,3.0,7176,176,0.9666
608.97,262.9,0.354,88.6,623,7.0,11563,718,0.7722
640.27,317.99,0.267,79.4,2175,27.6,6380,48,0.7934
623.08,255.04,0.674,51.4,5000,18.0,13031,202,0.9609
642.73,310.84,0.48,66.4,3411,32.9,7077,64,0.9097
666.26,313.01,0.095,96.3,262,8.0,4790,26,0.5759
667.23,316.04,0.5,67.2,3238,19.1,4891,175,0.9195
652.8,310.06,0.648,68.8,2592,24.0,6133,883,0.9506
633.17,282.09,0.22,90.0,799,8.3,9112,384,0.6982
654.09,296.26,0.335,76.9,2340,30.3,6170,80,0.8269
631.32,285.71,0.462,66.2,3496,25.1,5539,186,0.9046
644.07,271.12,0.291,89.3,689,3.9,10669,479,0.7393
663.59,350.69,0.51,61.2,4066,19.6,0,65,0.9404
645.63,309.63,0.092,97.0,164,23.9,6710,68,0.5593
675.02,340.33,0.362,82.2,1499,14.1,3997,60,0.8246
687.86,317.75,0.255,91.2,531,5.2,5394,281,0.7352
624.04,290.56,0.32,75.3,2604,22.8,8731,9,0.816
671.7,296.63,0.197,93.4,384,42.1,7384,266,0.6703
636.4,303.78,0.337,87.4,835,16.1,7113,524,0.789
642.89,276.64,0.23,93.5,273,35.7,11569,458,0.6784
650.06,313.58,0.403,68.4,3342,12.5,7959,330,0.9028
592.82,258.09,0.106,95.9,284,22.2,13418,74,0.5137
643.04,273.04,0.577,70.4,2569,27.7,10137,509,0.9195
649.35,310.99,0.768,67.4,2457,19.9,5100,947,0.9637
586.37,243.92,0.189,94.1,307,17.0,13802,61,0.5577
653.32,316.34,0.506,78.1,1670,27.3,8834,723,0.9021
582.05,241.67,0.39,82.5,1374,38.9,13615,575,0.7965
633.95,296.51,0.617,75.0,1805,23.0,7202,1000,0.9316
632.89,287.12,0.653,51.8,5000,14.8,8817,115,0.9614
638.79,286.93,0.367,91.5,168,18.1,9296,816,0.7857
662.54,295.81,0.563,64.6,3435,45.2,7496,59,0.9271
621.49,262.97,0.556,61.0,3963,21.3,11816,58,0.9243
558.24,249.03,0.127,95.6,270,14.1,13798,34,0.4987
690.14,347.63,0.372,77.5,2135,8.5,1120,167,0.8672
606.38,278.74,0.379,75.4,2422,1.7,10444,4,0.8214
659.4,313.0,0.245,83.9,1591,23.6,5316,144,0.7644
689.35,345.75,0.311,83.9,1398,26.5,222,295,0.8231
644.15,279.84,0.133,92.0,765,16.0,9551,24,0.6039
654.11,296.59,0.375,76.1,2336,19.9,9558,512,0.8692
620.42,283.94,0.188,91.5,672,8.3,10040,104,0.6348
661.88,293.49,0.278,85.8,1232,21.3,9113,14,0.739
630.56,292.16,0.549,61.6,3895,24.8,10625,141,0.9315
646.8,320.8,0.216,94.4,188,14.6,6191,45,0.6492
649.79,285.04,0.498,79.5,1503,36.9,8790,476,0.8724
630.11,275.22,0.299,84.7,1331,11.6,10094,122,0.7436
610.75,259.79,0.206,89.2,951,22.8,12059,37,0.6369
647.11,286.24,0.395,79.3,1820,28.5,8132,181,0.8291
646.19,307.52,0.144,96.9,31,19.2,7359,180,0.5967
642.88,295.91,0.242,85.6,1356,18.1,7834,97,0.729
676.41,318.27,0.195,86.8,1330,5.7,4419,119,0.7297
639.12,284.34,0.423,81.3,1452,33.6,10309,439,0.8393
664.79,337.2,0.262,91.4,478,18.3,3628,305,0.7402
638.62,298.69,0.202,92.7,465,25.4,9173,72,0.6441
677.38,304.51,0.589,73.6,2084,26.7,8254,888,0.9355
647.7,317.5,0.165,95.3,195,13.7,3347,109,0.6222
672.47,336.69,0.169,91.5,730,18.0,3518,229,0.6988
638.11,307.9,0.59,63.2,3554,33.3,5439,254,0.9392
618.78,307.33,0.143,95.6,219,8.8,6968,72,0.5837
613.93,266.08,0.27,85.7,1262,41.3,12441,103,0.7095
610.73,270.06,0.331,77.8,2209,12.6,7668,197,0.8034
626.37,279.61,0.112,95.6,305,8.2,9639,89,0.5542
602.56,280.75,0.231,90.1,749,21.3,11800,109,0.6576
634.76,283.29,0.379,80.9,1636,42.1,11220,285,0.8171
623.73,294.41,0.367,87.1,793,0.9,7979,397,0.7816
649.14,302.31,0.243,93.5,233,18.6,5883,484,0.7056
595.64,280.21,0.102,94.2,529,24.8,9497,39,0.5431
678.19,319.26,0.364,91.1,232,20.3,5943,401,0.7826
621.5,267.22,0.922,50.0,5000,23.8,13444,826,0.9851
653.75,293.63,0.237,91.5,537,12.8,10603,261,0.6948
627.26,288.73,0.345,82.5,1512,14.0,8626,278,0.7961
655.8,310.63,0.457,83.0,1119,18.5,9538,932,0.8816
609.26,283.8,0.381,80.5,1686,8.7,8535,611,0.8363
651.28,325.72,0.379,82.7,1379,19.6,6895,245,0.8264
625.97,301.02,0.556,70.6,2598,16.1,9496,436,0.9167
627.95,296.81,0.475,61.5,4127,15.3,7271,60,0.92
595.77,259.48,0.217,90.9,672,23.2,13810,160,0.631
666.61,302.95,0.244,92.3,406,1.8,5922,377,0.7137
609.58,284.89,0.534,54.2,5000,17.7,9526,102,0.9438
657.74,324.02,0.544,60.8,4021,43.2,5652,181,0.943
651.24,310.17,0.241,88.8,905,9.1,5621,57,0.7086
686.56,321.02,0.7,54.3,4504,32.9,2642,684,0.9756
623.52,271.42,0.484,74.7,2221,20.5,9234,678,0.8918
660.85,299.3,0.257,86.8,1150,14.0,6403,195,0.7433
639.46,273.21,0.553,59.9,4134,6.8,11250,64,0.9319
643.53,298.33,0.43,75.6,2250,21.4,9240,341,0.8721
621.77,285.5,0.52,65.0,3503,34.5,8445,72,0.9118
679.35,328.91,0.207,88.3,1082,16.1,3769,78,0.7249
633.57,301.51,0.773,62.0,3206,19.2,9755,1000,0.9704
642.21,292.62,0.165,90.3,914,30.1,6014,31,0.6446
659.67,329.42,0.391,73.5,2657,23.4,3701,143,0.8766
625.15,279.68,0.235,87.2,1144,4.3,9292,243,0.7098
636.23,311.08,0.234,88.0,1039,21.0,4225,34,0.7048
680.01,341.07,0.395,69.7,3185,35.1,1727,12,0.8949
623.62,284.9,0.207,94.0,267,19.6,11891,234,0.6352
623.98,305.82,0.584,53.1,5000,-7.4,6318,37,0.9536
683.04,323.76,0.284,84.3,1421,23.9,2767,87,0.7835
645.25,304.02,0.314,79.5,2022,18.0,5112,206,0.8142
659.6,311.81,0.227,88.2,1039,1.7,5837,128,0.7205
629.4,268.39,0.456,76.3,2076,3.2,11433,372,0.8624
653.77,320.82,0.641,69.8,2475,29.8,3011,985,0.9521
664.63,316.27,0.689,57.7,4057,12.7,3983,420,0.9655
615.92,278.21,0.749,57.9,3853,10.9,10941,1000,0.9711
636.11,298.11,0.216,89.4,886,19.6,6651,148,0.6881
641.21,285.8,0.283,80.9,1913,13.6,8684,109,0.7769
637.18,302.05,0.381,71.1,3034,21.0,6527,72,0.8681
639.54,259.44,0.554,68.5,2895,18.0,14062,649,0.9237
691.12,325.49,0.634,56.2,4432,8.0,4131,148,0.9622
655.92,287.3,0.534,64.2,3567,14.9,8846,372,0.9322
625.11,267.63,0.534,71.5,2531,24.4,12509,337,0.897
642.51,304.46,0.399,72.6,2763,20.4,6875,18,0.8634
658.74,318.4,0.52,66.4,3295,19.2,5739,635,0.9387
622.84,262.09,0.493,64.5,3639,39.4,10301,200,0.9088
645.33,292.63,0.24,89.1,870,27.3,11012,76,0.6938
644.02,309.24,0.753,63.5,3045,28.5,5600,1000,0.9686
640.85,259.29,0.793,50.0,5000,18.3,12387,420,0.9753
631.14,289.6,0.237,91.5,530,22.2,8154,288,0.6848
610.09,284.92,0.391,91.5,99,15.7,9526,1000,0.7982
608.48,253.84,0.333,92.3,150,27.8,12465,424,0.6992
608.66,279.75,0.173,93.1,489,18.9,10306,39,0.5952
640.47,296.35,0.924,50.0,5000,22.2,7999,1000,0.9879
659.94,322.11,0.311,91.9,271,21.6,5985,273,0.741
606.15,237.08,0.44,71.8,2754,19.8,15000,107,0.8489
689.98,330.49,0.579,60.0,4035,49.4,5633,510,0.9591
618.61,282.5,0.469,61.1,4200,13.3,8954,15,0.9139
607.01,276.25,0.322,86.0,1078,13.2,9530,319,0.7518
629.83,277.8,0.165,87.1,1367,26.9,9672,52,0.6627
599.08,251.39,0.266,89.2,781,14.0,14384,27,0.6512
632.93,297.01,0.177,94.2,319,17.1,8143,131,0.6201
640.35,303.47,0.265,91.4,477,9.1,7715,132,0.694
629.25,251.31,0.236,93.2,290,24.9,12657,275,0.64
609.28,279.89,0.279,87.1,1047,25.0,7592,250,0.7231
617.98,280.17,0.186,93.7,373,16.8,10628,349,0.6365
625.15,293.39,0.143,89.9,1033,27.1,8583,57,0.6341
634.88,279.21,0.631,60.6,3810,1.4,10763,614,0.9535
633.69,280.72,0.511,74.8,2126,12.9,10176,587,0.8965
633.58,292.07,0.358,77.6,2174,18.3,6791,73,0.8206
667.67,326.74,0.577,65.0,3341,8.3,2468,192,0.9384
644.48,333.89,0.122,97.0,84,2.5,2978,201,0.6067
682.72,334.07,0.659,64.6,3165,16.9,2479,762,0.9622
636.41,307.06,0.291,91.1,437,26.9,7726,708,0.7634
677.66,352.24,0.264,88.8,849,32.8,942,21,0.7494
646.58,292.32,0.377,87.3,736,14.5,7520,951,0.8321
617.33,312.73,0.126,95.9,223,27.3,8401,21,0.5695
611.62,262.3,0.198,93.4,382,26.4,10569,239,0.6169
630.53,276.84,0.657,51.7,5000,32.2,9513,112,0.9604
624.56,276.18,0.329,80.5,1834,16.5,10706,149,0.7873
627.86,272.67,0.317,84.6,1285,2.0,9242,296,0.7645
640.05,288.6,0.482,70.4,2836,20.7,7029,263,0.8974
624.12,278.03,0.425,67.9,3361,9.9,7682,55,0.8809
629.09,319.15,0.378,90.8,234,12.8,5445,1000,0.8206
590.33,252.53,0.312,74.8,2701,17.0,8684,9,0.7884
663.87,331.35,0.606,52.7,5000,16.6,3247,126,0.9639
603.55,281.1,0.458,78.4,1761,21.4,11198,485,0.8568
633.63,318.27,0.458,77.5,1905,27.0,5130,571,0.8855
650.48,284.44,0.616,58.9,4087,16.3,8462,479,0.9544
635.3,274.75,0.407,75.9,2276,24.0,8964,140,0.842
624.65,285.87,0.707,50.7,5000,20.1,11488,336,0.9694
679.28,333.16,0.274,89.8,665,29.4,2957,434,0.772
612.52,286.44,0.537,63.0,3735,18.1,7024,259,0.9264
632.65,275.31,0.374,79.2,1896,19.2,9650,341,0.8267
